From	To	Species	Gene Name
5174	PDZK1	Homo sapiens	PDZ domain containing 1(PDZK1)
5175	PECAM1	Homo sapiens	platelet and endothelial cell adhesion molecule 1(PECAM1)
201627	DENND6A	Homo sapiens	DENN domain containing 6A(DENND6A)
5178	PEG3	Homo sapiens	paternally expressed 3(PEG3)
5179	PENK	Homo sapiens	proenkephalin(PENK)
201626	PDE12	Homo sapiens	phosphodiesterase 12(PDE12)
84572	GNPTG	Homo sapiens	N-acetylglucosamine-1-phosphate transferase gamma subunit(GNPTG)
54704	PDP1	Homo sapiens	pyruvate dehyrogenase phosphatase catalytic subunit 1(PDP1)
345462	ZNF879	Homo sapiens	zinc finger protein 879(ZNF879)
5184	PEPD	Homo sapiens	peptidase D(PEPD)
10291	SF3A1	Homo sapiens	splicing factor 3a subunit 1(SF3A1)
10293	TRAIP	Homo sapiens	TRAF interacting protein(TRAIP)
5189	PEX1	Homo sapiens	peroxisomal biogenesis factor 1(PEX1)
10295	BCKDK	Homo sapiens	branched chain ketoacid dehydrogenase kinase(BCKDK)
10294	DNAJA2	Homo sapiens	DnaJ heat shock protein family (Hsp40) member A2(DNAJA2)
201633	Tigit	Homo sapiens	T-cell immunoreceptor with Ig and ITIM domains(TIGIT)
2900	GRIK4	Homo sapiens	glutamate ionotropic receptor kainate type subunit 4(GRIK4)
116179	TGM7	Homo sapiens	transglutaminase 7(TGM7)
2908	NR3C1	Homo sapiens	nuclear receptor subfamily 3 group C member 1(NR3C1)
54714	CNGB3	Homo sapiens	cyclic nucleotide gated channel beta 3(CNGB3)
10297	APC2	Homo sapiens	APC2, WNT signaling pathway regulator(APC2)
2906	GRIN2D	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2D(GRIN2D)
10299	march6	Homo sapiens	membrane associated ring-CH-type finger 6(MARCH6)
2905	GRIN2C	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2C(GRIN2C)
10298	PAK4	Homo sapiens	p21 (RAC1) activated kinase 4(PAK4)
2904	GRIN2B	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2B(GRIN2B)
2902	GRIN1	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 1(GRIN1)
54716	SLC6A20	Homo sapiens	solute carrier family 6 member 20(SLC6A20)
2901	GRIK5	Homo sapiens	glutamate ionotropic receptor kainate type subunit 5(GRIK5)
54715	RBFOX1	Homo sapiens	RNA binding protein, fox-1 homolog 1(RBFOX1)
5196	PF4	Homo sapiens	platelet factor 4(PF4)
5198	PFAS	Homo sapiens	phosphoribosylformylglycinamidine synthase(PFAS)
5199	CFP	Homo sapiens	complement factor properdin(CFP)
254187	TSGA10IP	Homo sapiens	testis specific 10 interacting protein(TSGA10IP)
200316	APOBEC3F	Homo sapiens	apolipoprotein B mRNA editing enzyme catalytic subunit 3F(APOBEC3F)
5190	PEX6	Homo sapiens	peroxisomal biogenesis factor 6(PEX6)
5192	PEX10	Homo sapiens	peroxisomal biogenesis factor 10(PEX10)
200312	RNF215	Homo sapiens	ring finger protein 215(RNF215)
5194	PEX13	Homo sapiens	peroxisomal biogenesis factor 13(PEX13)
2911	GRM1	Homo sapiens	glutamate metabotropic receptor 1(GRM1)
2919	CXCL1	Homo sapiens	C-X-C motif chemokine ligand 1(CXCL1)
2918	GRM8	Homo sapiens	glutamate metabotropic receptor 8(GRM8)
159296	NKX2-3	Homo sapiens	NK2 homeobox 3(NKX2-3)
2915	GRM5	Homo sapiens	glutamate metabotropic receptor 5(GRM5)
54729	NKX1-1	Homo sapiens	NK1 homeobox 1(NKX1-1)
2914	GRM4	Homo sapiens	glutamate metabotropic receptor 4(GRM4)
2912	GRM2	Homo sapiens	glutamate metabotropic receptor 2(GRM2)
54726	OTUD4	Homo sapiens	OTU deubiquitinase 4(OTUD4)
10272	FSTL3	Homo sapiens	follistatin like 3(FSTL3)
23585	TMEM50A	Homo sapiens	transmembrane protein 50A(TMEM50A)
23586	DDX58	Homo sapiens	DExD/H-box helicase 58(DDX58)
23589	CARHSP1	Homo sapiens	calcium regulated heat stable protein 1(CARHSP1)
2921	CXCL3	Homo sapiens	C-X-C motif chemokine ligand 3(CXCL3)
2920	CXCL2	Homo sapiens	C-X-C motif chemokine ligand 2(CXCL2)
116154	PHACTR3	Homo sapiens	phosphatase and actin regulator 3(PHACTR3)
54732	TMED9	Homo sapiens	transmembrane p24 trafficking protein 9(TMED9)
23580	CDC42EP4	Homo sapiens	CDC42 effector protein 4(CDC42EP4)
23583	SMUG1	Homo sapiens	single-strand-selective monofunctional uracil-DNA glycosylase 1(SMUG1)
53405	CLIC5	Homo sapiens	chloride intracellular channel 5(CLIC5)
10277	UBE4B	Homo sapiens	ubiquitination factor E4B(UBE4B)
10276	NET1	Homo sapiens	neuroepithelial cell transforming 1(NET1)
2925	GRPR	Homo sapiens	gastrin releasing peptide receptor(GRPR)
54739	XAF1	Homo sapiens	XIAP associated factor 1(XAF1)
10278	EFS	Homo sapiens	embryonal Fyn-associated substrate(EFS)
116151	FAM210B	Homo sapiens	family with sequence similarity 210 member B(FAM210B)
54738	FEV	Homo sapiens	FEV, ETS transcription factor(FEV)
54737	MPHOSPH8	Homo sapiens	M-phase phosphoprotein 8(MPHOSPH8)
10280	SIGMAR1	Homo sapiens	sigma non-opioid intracellular receptor 1(SIGMAR1)
10282	BET1	Homo sapiens	Bet1 golgi vesicular membrane trafficking protein(BET1)
10284	SAP18	Homo sapiens	Sin3A associated protein 18(SAP18)
116138	KLHDC3	Homo sapiens	kelch domain containing 3(KLHDC3)
23596	OPN3	Homo sapiens	opsin 3(OPN3)
23597	ACOT9	Homo sapiens	acyl-CoA thioesterase 9(ACOT9)
23598	PATZ1	Homo sapiens	POZ/BTB and AT hook containing zinc finger 1(PATZ1)
129450	TYW5	Homo sapiens	tRNA-yW synthesizing protein 5(TYW5)
1602	DACH1	Homo sapiens	dachshund family transcription factor 1(DACH1)
1601	DAB2	Homo sapiens	DAB2, clathrin adaptor protein(DAB2)
1600	DAB1	Homo sapiens	DAB1, reelin adaptor protein(DAB1)
2931	GSK3A	Homo sapiens	glycogen synthase kinase 3 alpha(GSK3A)
255488	RNF144B	Homo sapiens	ring finger protein 144B(RNF144B)
54742	Ly6k	Homo sapiens	lymphocyte antigen 6 complex, locus K(LY6K)
54741	LEPROT	Homo sapiens	leptin receptor overlapping transcript(LEPROT)
23593	HEBP2	Homo sapiens	heme binding protein 2(HEBP2)
23594	ORC6	Homo sapiens	origin recognition complex subunit 6(ORC6)
10288	LILRB2	Homo sapiens	leukocyte immunoglobulin like receptor B2(LILRB2)
1607	DGKB	Homo sapiens	diacylglycerol kinase beta(DGKB)
10287	RGS19	Homo sapiens	regulator of G-protein signaling 19(RGS19)
1606	DGKA	Homo sapiens	diacylglycerol kinase alpha(DGKA)
2937	GSS	Homo sapiens	glutathione synthetase(GSS)
2936	GSR	Homo sapiens	glutathione-disulfide reductase(GSR)
10289	EIF1B	Homo sapiens	eukaryotic translation initiation factor 1B(EIF1B)
1604	CD55	Homo sapiens	CD55 molecule (Cromer blood group)(CD55)
2935	GSPT1	Homo sapiens	G1 to S phase transition 1(GSPT1)
54749	EPDR1	Homo sapiens	ependymin related 1(EPDR1)
1603	DAD1	Homo sapiens	defender against cell death 1(DAD1)
2934	GSN	Homo sapiens	gelsolin(GSN)
137902	PXDNL	Homo sapiens	peroxidasin like(PXDNL)
27129	HSPB7	Homo sapiens	heat shock protein family B (small) member 7(HSPB7)
29789	OLA1	Homo sapiens	Obg like ATPase 1(OLA1)
112609	MRAP2	Homo sapiens	melanocortin 2 receptor accessory protein 2(MRAP2)
27127	SMC1B	Homo sapiens	structural maintenance of chromosomes 1B(SMC1B)
60509	AGBL5	Homo sapiens	ATP/GTP binding protein like 5(AGBL5)
1613	DAPK3	Homo sapiens	death associated protein kinase 3(DAPK3)
27120	DKKL1	Homo sapiens	dickkopf like acrosomal protein 1(DKKL1)
1612	DAPK1	Homo sapiens	death associated protein kinase 1(DAPK1)
27121	DKK4	Homo sapiens	dickkopf WNT signaling pathway inhibitor 4(DKK4)
165140	OXER1	Homo sapiens	oxoeicosanoid receptor 1(OXER1)
1611	DAP	Homo sapiens	death associated protein(DAP)
29781	NCAPH2	Homo sapiens	non-SMC condensin II complex subunit H2(NCAPH2)
1610	DAO	Homo sapiens	D-amino acid oxidase(DAO)
2941	GSTA4	Homo sapiens	glutathione S-transferase alpha 4(GSTA4)
29780	PARVB	Homo sapiens	parvin beta(PARVB)
2940	GSTA3	Homo sapiens	glutathione S-transferase alpha 3(GSTA3)
552889	ATXN7L3B	Homo sapiens	ataxin 7 like 3B(ATXN7L3B)
27125	AFF4	Homo sapiens	AF4/FMR2 family member 4(AFF4)
27122	DKK3	Homo sapiens	dickkopf WNT signaling pathway inhibitor 3(DKK3)
29785	CYP2S1	Homo sapiens	cytochrome P450 family 2 subfamily S member 1(CYP2S1)
27123	DKK2	Homo sapiens	dickkopf WNT signaling pathway inhibitor 2(DKK2)
1618	DAZL	Homo sapiens	deleted in azoospermia like(DAZL)
2949	GSTM5	Homo sapiens	glutathione S-transferase mu 5(GSTM5)
1616	DAXX	Homo sapiens	death domain associated protein(DAXX)
2947	GSTM3	Homo sapiens	glutathione S-transferase mu 3(GSTM3)
1615	DARS	Homo sapiens	aspartyl-tRNA synthetase(DARS)
90390	MED30	Homo sapiens	mediator complex subunit 30(MED30)
27131	SNX5	Homo sapiens	sorting nexin 5(SNX5)
60526	LDAH	Homo sapiens	lipid droplet associated hydrolase(LDAH)
2954	GSTZ1	Homo sapiens	glutathione S-transferase zeta 1(GSTZ1)
27132	CPNE7	Homo sapiens	copine 7(CPNE7)
1622	DBI	Homo sapiens	diazepam binding inhibitor, acyl-CoA binding protein(DBI)
2952	GstT1	Homo sapiens	glutathione S-transferase theta 1(GSTT1)
28461	IGHV1-69	Homo sapiens	immunoglobulin heavy variable 1-69(IGHV1-69)
2950	GSTP1	Homo sapiens	glutathione S-transferase pi 1(GSTP1)
29796	Uqcr10	Homo sapiens	ubiquinol-cytochrome c reductase, complex III subunit X(UQCR10)
653464	SRGAP2C	Homo sapiens	SLIT-ROBO Rho GTPase activating protein 2C(SRGAP2C)
1628	DBP	Homo sapiens	D-box binding PAR bZIP transcription factor(DBP)
2959	GTF2B	Homo sapiens	general transcription factor IIB(GTF2B)
1627	DBN1	Homo sapiens	drebrin 1(DBN1)
2957	GTF2A1	Homo sapiens	general transcription factor IIA subunit 1(GTF2A1)
2956	MSH6	Homo sapiens	mutS homolog 6(MSH6)
128178	EDARADD	Homo sapiens	EDAR associated death domain(EDARADD)
27106	ARRDC2	Homo sapiens	arrestin domain containing 2(ARRDC2)
29767	TMOD2	Homo sapiens	tropomodulin 2(TMOD2)
29766	TMOD3	Homo sapiens	tropomodulin 3(TMOD3)
60528	ELAC2	Homo sapiens	elaC ribonuclease Z 2(ELAC2)
84504	nkx6-2	Homo sapiens	NK6 homeobox 2(NKX6-2)
200373	CFAP221	Homo sapiens	cilia and flagella associated protein 221(CFAP221)
29761	USP25	Homo sapiens	ubiquitin specific peptidase 25(USP25)
1634	DCN	Homo sapiens	decorin(DCN)
84503	ZNF527	Homo sapiens	zinc finger protein 527(ZNF527)
1633	DCK	Homo sapiens	deoxycytidine kinase(DCK)
1632	ECI1	Homo sapiens	enoyl-CoA delta isomerase 1(ECI1)
27102	EIF2AK1	Homo sapiens	eukaryotic translation initiation factor 2 alpha kinase 1(EIF2AK1)
2961	GTF2E2	Homo sapiens	general transcription factor IIE subunit 2(GTF2E2)
2960	GTF2E1	Homo sapiens	general transcription factor IIE subunit 1(GTF2E1)
29763	PACSIN3	Homo sapiens	protein kinase C and casein kinase substrate in neurons 3(PACSIN3)
84501	SPIRE2	Homo sapiens	spire type actin nucleation factor 2(SPIRE2)
27101	CACYBP	Homo sapiens	calcyclin binding protein(CACYBP)
2969	GTF2I	Homo sapiens	general transcription factor IIi(GTF2I)
2968	GTF2H4	Homo sapiens	general transcription factor IIH subunit 4(GTF2H4)
1636	ACE	Homo sapiens	angiotensin I converting enzyme(ACE)
2967	GTF2H3	Homo sapiens	general transcription factor IIH subunit 3(GTF2H3)
2980	GUCA2A	Homo sapiens	guanylate cyclase activator 2A(GUCA2A)
27115	PDE7B	Homo sapiens	phosphodiesterase 7B(PDE7B)
29777	ABT1	Homo sapiens	activator of basal transcription 1(ABT1)
2977	GUCY1A2	Homo sapiens	guanylate cyclase 1 soluble subunit alpha 2(GUCY1A2)
1645	AKR1C1	Homo sapiens	aldo-keto reductase family 1 member C1(AKR1C1)
2976	GTF3C2	Homo sapiens	general transcription factor IIIC subunit 2(GTF3C2)
2975	GTF3C1	Homo sapiens	general transcription factor IIIC subunit 1(GTF3C1)
1642	DDB1	Homo sapiens	damage specific DNA binding protein 1(DDB1)
1641	DCX	Homo sapiens	doublecortin(DCX)
2972	BRF1	Homo sapiens	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit(BRF1)
2971	GTF3A	Homo sapiens	general transcription factor IIIA(GTF3A)
27112	FAM155B	Homo sapiens	family with sequence similarity 155 member B(FAM155B)
1649	DDIT3	Homo sapiens	DNA damage inducible transcript 3(DDIT3)
2979	guca1b	Homo sapiens	guanylate cyclase activator 1B(GUCA1B)
2978	GUCA1A	Homo sapiens	guanylate cyclase activator 1A(GUCA1A)
1660	DHX9	Homo sapiens	DExH-box helicase 9(DHX9)
84519	ACRBP	Homo sapiens	acrosin binding protein(ACRBP)
1657	DMXL1	Homo sapiens	Dmx like 1(DMXL1)
60559	SPCS3	Homo sapiens	signal peptidase complex subunit 3(SPCS3)
1656	DDX6	Homo sapiens	DEAD-box helicase 6(DDX6)
84525	HOPX	Homo sapiens	HOP homeobox(HOPX)
2987	GUK1	Homo sapiens	guanylate kinase 1(GUK1)
1655	DDX5	Homo sapiens	DEAD-box helicase 5(DDX5)
84527	ZNF559	Homo sapiens	zinc finger protein 559(ZNF559)
1653	DDX1	Homo sapiens	DEAD-box helicase 1(DDX1)
2984	GUCY2C	Homo sapiens	guanylate cyclase 2C(GUCY2C)
2983	GUCY1B3	Homo sapiens	guanylate cyclase 1 soluble subunit beta(GUCY1B3)
84524	ZC3H8	Homo sapiens	zinc finger CCCH-type containing 8(ZC3H8)
2982	GUCY1A3	Homo sapiens	guanylate cyclase 1 soluble subunit alpha(GUCY1A3)
1650	DDOST	Homo sapiens	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit(DDOST)
2981	guca2b	Homo sapiens	guanylate cyclase activator 2B(GUCA2B)
125950	RAVER1	Homo sapiens	ribonucleoprotein, PTB binding 1(RAVER1)
319101	KRT73	Homo sapiens	keratin 73(KRT73)
1671	DEFA6	Homo sapiens	defensin alpha 6(DEFA6)
1670	DEFA5	Homo sapiens	defensin alpha 5(DEFA5)
84515	MCM8	Homo sapiens	minichromosome maintenance 8 homologous recombination repair factor(MCM8)
2999	GZMH	Homo sapiens	granzyme H(GZMH)
84514	GHDC	Homo sapiens	GH3 domain containing(GHDC)
1666	DECR1	Homo sapiens	2,4-dienoyl-CoA reductase 1, mitochondrial(DECR1)
2997	GYS1	Homo sapiens	glycogen synthase 1(GYS1)
84516	DCTN5	Homo sapiens	dynactin subunit 5(DCTN5)
2995	GYPC	Homo sapiens	glycophorin C (Gerbich blood group)(GYPC)
1663	DDX11	Homo sapiens	DEAD/H-box helicase 11(DDX11)
1662	DDX10	Homo sapiens	DEAD-box helicase 10(DDX10)
84513	PLPP5	Homo sapiens	phospholipid phosphatase 5(PLPP5)
60561	RINT1	Homo sapiens	RAD50 interactor 1(RINT1)
60560	NAA35	Homo sapiens	N(alpha)-acetyltransferase 35, NatC auxiliary subunit(NAA35)
130497	OSR1	Homo sapiens	odd-skipped related transciption factor 1(OSR1)
1678	TIMM8A	Homo sapiens	translocase of inner mitochondrial membrane 8 homolog A (yeast)(TIMM8A)
1676	DFFA	Homo sapiens	DNA fragmentation factor subunit alpha(DFFA)
84549	MAK16	Homo sapiens	MAK16 homolog(MAK16)
124602	KIF19	Homo sapiens	kinesin family member 19(KIF19)
1675	CFD	Homo sapiens	complement factor D(CFD)
1674	DES	Homo sapiens	desmin(DES)
1672	DEFB1	Homo sapiens	defensin beta 1(DEFB1)
84541	KBTBD8	Homo sapiens	kelch repeat and BTB domain containing 8(KBTBD8)
153129	SLC38A9	Homo sapiens	solute carrier family 38 member 9(SLC38A9)
1690	COCH	Homo sapiens	cochlin(COCH)
84529	c15orf41	Homo sapiens	chromosome 15 open reading frame 41(C15orf41)
1687	DFNA5	Homo sapiens	DFNA5, deafness associated tumor suppressor(DFNA5)
84530	SRRM4	Homo sapiens	serine/arginine repetitive matrix 4(SRRM4)
158326	FREM1	Homo sapiens	FRAS1 related extracellular matrix 1(FREM1)
493861	EID3	Homo sapiens	EP300 interacting inhibitor of differentiation 3(EID3)
10419	PRMT5	Homo sapiens	protein arginine methyltransferase 5(PRMT5)
10418	SPON1	Homo sapiens	spondin 1(SPON1)
493869	GPX8	Homo sapiens	glutathione peroxidase 8 (putative)(GPX8)
10411	RAPGEF3	Homo sapiens	Rap guanine nucleotide exchange factor 3(RAPGEF3)
10410	IFITM3	Homo sapiens	interferon induced transmembrane protein 3(IFITM3)
10413	YAP1	Homo sapiens	Yes associated protein 1(YAP1)
64285	RHBDF1	Homo sapiens	rhomboid 5 homolog 1(RHBDF1)
64284	RAB17	Homo sapiens	RAB17, member RAS oncogene family(RAB17)
23732	FRRS1L	Homo sapiens	ferric chelate reductase 1 like(FRRS1L)
10425	ARIH2	Homo sapiens	ariadne RBR E3 ubiquitin protein ligase 2(ARIH2)
123688	HYKK	Homo sapiens	hydroxylysine kinase(HYKK)
10427	SEC24B	Homo sapiens	SEC24 homolog B, COPII coat complex component(SEC24B)
801	CALM1	Homo sapiens	calmodulin 1(CALM1)
342892	ZNF850	Homo sapiens	zinc finger protein 850(ZNF850)
493856	CISD2	Homo sapiens	CDGSH iron sulfur domain 2(CISD2)
341567	H1FNT	Homo sapiens	H1 histone family member N, testis specific(H1FNT)
10424	PGRMC2	Homo sapiens	progesterone receptor membrane component 2(PGRMC2)
64283	ARHGEF28	Homo sapiens	Rho guanine nucleotide exchange factor 28(ARHGEF28)
10423	CDIPT	Homo sapiens	CDP-diacylglycerol--inositol 3-phosphatidyltransferase(CDIPT)
64282	PAPD5	Homo sapiens	poly(A) RNA polymerase D5, non-canonical(PAPD5)
23704	KCNE4	Homo sapiens	potassium voltage-gated channel subfamily E regulatory subunit 4(KCNE4)
23705	CADM1	Homo sapiens	cell adhesion molecule 1(CADM1)
23708	GSPT2	Homo sapiens	G1 to S phase transition 2(GSPT2)
147694	ZNF548	Homo sapiens	zinc finger protein 548(ZNF548)
90580	TIMM29	Homo sapiens	translocase of inner mitochondrial membrane 29(TIMM29)
811	CALR	Homo sapiens	calreticulin(CALR)
813	CALU	Homo sapiens	calumenin(CALU)
815	CAMK2A	Homo sapiens	calcium/calmodulin dependent protein kinase II alpha(CAMK2A)
816	CAMK2B	Homo sapiens	calcium/calmodulin dependent protein kinase II beta(CAMK2B)
817	CAMK2D	Homo sapiens	calcium/calmodulin dependent protein kinase II delta(CAMK2D)
818	CAMK2G	Homo sapiens	calcium/calmodulin dependent protein kinase II gamma(CAMK2G)
390502	SERPINA2	Homo sapiens	serpin family A member 2 (gene/pseudogene)(SERPINA2)
23710	GABARAPL1	Homo sapiens	GABA type A receptor associated protein like 1(GABARAPL1)
10404	CPQ	Homo sapiens	carboxypeptidase Q(CPQ)
10403	NDC80	Homo sapiens	NDC80, kinetochore complex component(NDC80)
124997	WDR81	Homo sapiens	WD repeat domain 81(WDR81)
10406	WFDC2	Homo sapiens	WAP four-disulfide core domain 2(WFDC2)
124995	MRPL10	Homo sapiens	mitochondrial ribosomal protein L10(MRPL10)
10408	MYCNOS	Homo sapiens	MYCN opposite strand(MYCNOS)
147699	PPM1N	Homo sapiens	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)(PPM1N)
820	CAMP	Homo sapiens	cathelicidin antimicrobial peptide(CAMP)
10409	BASP1	Homo sapiens	brain abundant membrane attached signal protein 1(BASP1)
822	CAPG	Homo sapiens	capping actin protein, gelsolin like(CAPG)
823	CAPN1	Homo sapiens	calpain 1(CAPN1)
824	CAPN2	Homo sapiens	calpain 2(CAPN2)
825	CAPN3	Homo sapiens	calpain 3(CAPN3)
828	CAPS	Homo sapiens	calcyphosine(CAPS)
10402	ST3GAL6	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 6(ST3GAL6)
10401	PIAS3	Homo sapiens	protein inhibitor of activated STAT 3(PIAS3)
493829	TRIM72	Homo sapiens	tripartite motif containing 72(TRIM72)
135644	TRIM40	Homo sapiens	tripartite motif containing 40(TRIM40)
161931	ADAD2	Homo sapiens	adenosine deaminase domain containing 2(ADAD2)
339221	ENPP7	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 7(ENPP7)
653423	Spag11a	Homo sapiens	sperm associated antigen 11A(SPAG11A)
27285	TEKT2	Homo sapiens	tektin 2(TEKT2)
27286	SRPX2	Homo sapiens	sushi repeat containing protein, X-linked 2(SRPX2)
27283	TINAG	Homo sapiens	tubulointerstitial nephritis antigen(TINAG)
388228	SBK1	Homo sapiens	SH3 domain binding kinase 1(SBK1)
27289	RND1	Homo sapiens	Rho family GTPase 1(RND1)
830	CAPZA2	Homo sapiens	capping actin protein of muscle Z-line alpha subunit 2(CAPZA2)
831	CAST	Homo sapiens	calpastatin(CAST)
27288	RBMXL2	Homo sapiens	RNA binding motif protein, X-linked like 2(RBMXL2)
833	CARS	Homo sapiens	cysteinyl-tRNA synthetase(CARS)
834	CASP1	Homo sapiens	caspase 1(CASP1)
835	CASP2	Homo sapiens	caspase 2(CASP2)
836	CASP3	Homo sapiens	caspase 3(CASP3)
837	CASP4	Homo sapiens	caspase 4(CASP4)
838	CASP5	Homo sapiens	caspase 5(CASP5)
839	CASP6	Homo sapiens	caspase 6(CASP6)
90594	ZNF439	Homo sapiens	zinc finger protein 439(ZNF439)
146310	rnf151	Homo sapiens	ring finger protein 151(RNF151)
90592	ZNF700	Homo sapiens	zinc finger protein 700(ZNF700)
27296	TP53TG5	Homo sapiens	TP53 target 5(TP53TG5)
27297	CRCP	Homo sapiens	CGRP receptor component(CRCP)
27294	DHDH	Homo sapiens	dihydrodiol dehydrogenase(DHDH)
7809	BSND	Homo sapiens	barttin CLCNK type accessory beta subunit(BSND)
27295	PDLIM3	Homo sapiens	PDZ and LIM domain 3(PDLIM3)
840	CASP7	Homo sapiens	caspase 7(CASP7)
842	CASP9	Homo sapiens	caspase 9(CASP9)
27299	ADAMDEC1	Homo sapiens	ADAM like decysin 1(ADAMDEC1)
136991	ASZ1	Homo sapiens	ankyrin repeat, SAM and basic leucine zipper domain containing 1(ASZ1)
845	CASQ2	Homo sapiens	calsequestrin 2(CASQ2)
846	CASR	Homo sapiens	calcium sensing receptor(CASR)
847	CAT	Homo sapiens	catalase(CAT)
7804	LRP8	Homo sapiens	LDL receptor related protein 8(LRP8)
7803	PTP4A1	Homo sapiens	protein tyrosine phosphatase type IVA, member 1(PTP4A1)
27293	SMPDL3B	Homo sapiens	sphingomyelin phosphodiesterase acid like 3B(SMPDL3B)
7805	LAPTM5	Homo sapiens	lysosomal protein transmembrane 5(LAPTM5)
160622	GRASP	Homo sapiens	general receptor for phosphoinositides 1 associated scaffold protein(GRASP)
376267	RAB15	Homo sapiens	RAB15, member RAS oncogene family(RAB15)
147650	SPACA6	Homo sapiens	sperm acrosome associated 6(SPACA6)
84701	COX4I2	Homo sapiens	cytochrome c oxidase subunit 4I2(COX4I2)
7818	DAP3	Homo sapiens	death associated protein 3(DAP3)
148979	GLIS1	Homo sapiens	GLIS family zinc finger 1(GLIS1)
857	CAV1	Homo sapiens	caveolin 1(CAV1)
7813	EVI5	Homo sapiens	ecotropic viral integration site 5(EVI5)
858	CAV2	Homo sapiens	caveolin 2(CAV2)
7812	CSDE1	Homo sapiens	cold shock domain containing E1(CSDE1)
6500	SKP1	Homo sapiens	S-phase kinase associated protein 1(SKP1)
400410	ST20	Homo sapiens	suppressor of tumorigenicity 20(ST20)
146330	FBXL16	Homo sapiens	F-box and leucine rich repeat protein 16(FBXL16)
147657	ZNF480	Homo sapiens	zinc finger protein 480(ZNF480)
860	RUNX2	Homo sapiens	runt related transcription factor 2(RUNX2)
862	RUNX1T1	Homo sapiens	RUNX1 translocation partner 1(RUNX1T1)
863	CBFA2T3	Homo sapiens	CBFA2/RUNX1 translocation partner 3(CBFA2T3)
864	RUNX3	Homo sapiens	runt related transcription factor 3(RUNX3)
865	CBFB	Homo sapiens	core-binding factor beta subunit(CBFB)
866	SERPINA6	Homo sapiens	serpin family A member 6(SERPINA6)
869	CBLN1	Homo sapiens	cerebellin 1 precursor(CBLN1)
134353	lsm11	Homo sapiens	LSM11, U7 small nuclear RNA associated(LSM11)
647589	ANHX	Homo sapiens	anomalous homeobox(ANHX)
10491	CRTAP	Homo sapiens	cartilage associated protein(CRTAP)
10490	VTI1B	Homo sapiens	vesicle transport through interaction with t-SNAREs 1B(VTI1B)
6511	SLC1A6	Homo sapiens	solute carrier family 1 member 6(SLC1A6)
10493	VAT1	Homo sapiens	vesicle amine transport 1(VAT1)
390595	UBAP1L	Homo sapiens	ubiquitin associated protein 1 like(UBAP1L)
6510	slc1a5	Homo sapiens	solute carrier family 1 member 5(SLC1A5)
7841	MOGS	Homo sapiens	mannosyl-oligosaccharide glucosidase(MOGS)
10492	SYNCRIP	Homo sapiens	synaptotagmin binding cytoplasmic RNA interacting protein(SYNCRIP)
6509	SLC1A4	Homo sapiens	solute carrier family 1 member 4(SLC1A4)
871	SERPINH1	Homo sapiens	serpin family H member 1(SERPINH1)
873	CBR1	Homo sapiens	carbonyl reductase 1(CBR1)
54875	CNTLN	Homo sapiens	centlein(CNTLN)
874	cbr3	Homo sapiens	carbonyl reductase 3(CBR3)
94081	SFXN1	Homo sapiens	sideroflexin 1(SFXN1)
115201	ATG4A	Homo sapiens	autophagy related 4A cysteine peptidase(ATG4A)
875	CBS	Homo sapiens	cystathionine-beta-synthase(CBS)
6502	SKP2	Homo sapiens	S-phase kinase associated protein 2(SKP2)
10495	ENOX2	Homo sapiens	ecto-NOX disulfide-thiol exchanger 2(ENOX2)
54878	DPP8	Homo sapiens	dipeptidyl peptidase 8(DPP8)
7832	BTG2	Homo sapiens	BTG anti-proliferation factor 2(BTG2)
6504	SLAMF1	Homo sapiens	signaling lymphocytic activation molecule family member 1(SLAMF1)
10497	UNC13B	Homo sapiens	unc-13 homolog B(UNC13B)
54876	DCAF16	Homo sapiens	DDB1 and CUL4 associated factor 16(DCAF16)
6503	SLA	Homo sapiens	Src-like-adaptor(SLA)
7837	PXDN	Homo sapiens	peroxidasin(PXDN)
6505	SLC1A1	Homo sapiens	solute carrier family 1 member 1(SLC1A1)
10498	CARM1	Homo sapiens	coactivator associated arginine methyltransferase 1(CARM1)
6508	SLC4A3	Homo sapiens	solute carrier family 4 member 3(SLC4A3)
286256	LCN12	Homo sapiens	lipocalin 12(LCN12)
6520	SLC3A2	Homo sapiens	solute carrier family 3 member 2(SLC3A2)
286257	c9orf142	Homo sapiens	chromosome 9 open reading frame 142(C9orf142)
7851	MALL	Homo sapiens	mal, T-cell differentiation protein like(MALL)
129831	RBM45	Homo sapiens	RNA binding motif protein 45(RBM45)
64208	POPDC3	Homo sapiens	popeye domain containing 3(POPDC3)
116519	APOA5	Homo sapiens	apolipoprotein A5(APOA5)
54882	ANKHD1	Homo sapiens	ankyrin repeat and KH domain containing 1(ANKHD1)
54881	TEX10	Homo sapiens	testis expressed 10(TEX10)
883	KYAT1	Homo sapiens	kynurenine aminotransferase 1(KYAT1)
